eventid,time,event

2377609,2021-3-30 16:12,100.64.48.51  30分钟内未收到监控数据

2377610,2021-3-30 16:13,100.64.48.51  30分钟内未收到监控数据

2377611,2021-3-30 16:13,100.64.48.51  30分钟内未收到监控数据

2377612,2021-3-30 16:14,100.64.48.51  30分钟内未收到监控数据

2377613,2021-3-30 16:14,100.64.48.51  30分钟内未收到监控数据

2377614,2021-3-30 16:15,100.64.48.51  30分钟内未收到监控数据

2377615,2021-3-30 16:15,100.64.48.51  30分钟内未收到监控数据

2377616,2021-3-30 16:16,100.64.48.51  30分钟内未收到监控数据

2377617,2021-3-30 16:16,100.64.48.51  30分钟内未收到监控数据

2377618,2021-3-30 16:17,100.64.48.51  30分钟内未收到监控数据

2377619,2021-3-30 16:17,100.64.48.51  30分钟内未收到监控数据

2377620,2021-3-30 16:18,100.64.48.51  30分钟内未收到监控数据

2377621,2021-3-30 16:18,100.64.48.73 主机操作系统版本有变化

2377622,2021-3-30 16:18,100.64.48.73 主机被重启

2377623,2021-3-30 16:18,100.64.48.73  30分钟内未收到监控数据

2377624,2021-3-30 16:18,100.64.48.51  30分钟内未收到监控数据

2377625,2021-3-30 16:18,100.64.48.73 主机操作系统版本有变化

2377626,2021-3-30 16:19,100.64.48.51  30分钟内未收到监控数据

2377627,2021-3-30 16:19,100.64.48.73 主机操作系统版本有变化

2377628,2021-3-30 16:19,100.64.48.51  30分钟内未收到监控数据

2377629,2021-3-30 16:19,100.64.48.73 主机操作系统版本有变化

2377630,2021-3-30 16:20,100.64.48.51  30分钟内未收到监控数据

2377631,2021-3-30 16:20,100.64.48.73 主机操作系统版本有变化

2377632,2021-3-30 16:20,100.64.48.51  30分钟内未收到监控数据

2377633,2021-3-30 16:20,100.64.48.73 主机操作系统版本有变化

2377634,2021-3-30 16:20,100.64.48.73 主机被重启

2377635,2021-3-30 16:21,100.64.48.51  30分钟内未收到监控数据

2377636,2021-3-30 16:21,100.64.48.73 主机操作系统版本有变化

2377637,2021-3-30 16:21,100.64.48.51  30分钟内未收到监控数据

2377638,2021-3-30 16:21,100.64.48.73 主机操作系统版本有变化

2377639,2021-3-30 16:22,100.64.48.73 主机操作系统版本有变化

2377646,2021-3-30 16:22,100.64.48.73 主机操作系统版本有变化

2377889,2021-3-30 16:23,100.64.48.73 主机操作系统版本有变化

2377890,2021-3-30 16:23,100.64.48.73 主机操作系统版本有变化

2378015,2021-3-30 16:37,Zabbix agent is not available (for 3m)

2378016,2021-3-30 16:37,More than 100 items having missing data for more than 10 minutes

2378017,2021-3-30 16:38,Zabbix agent is not available (for 3m)

2378018,2021-3-30 16:38,Zabbix agent is not available (for 3m)

2378019,2021-3-30 16:38,Zabbix agent is not available (for 3m)

2378020,2021-3-30 16:38,Zabbix agent is not available (for 3m)

2378039,2021-3-30 16:40,Zabbix agent is not available (for 3m)

2378040,2021-3-30 16:40,Zabbix agent is not available (for 3m)

2378041,2021-3-30 16:40,Zabbix agent is not available (for 3m)

2378043,2021-3-30 16:40,Zabbix agent is not available (for 3m)

2378078,2021-3-30 16:40,Zabbix agent is not available (for 3m)

2378232,2021-3-30 16:54,Zabbix agent is not available (for 3m)

2378233,2021-3-30 16:54,High ICMP ping loss

2378234,2021-3-30 16:54,Zabbix agent is not available (for 3m)

2378235,2021-3-30 16:54,Zabbix agent is not available (for 3m)

2378236,2021-3-30 16:54,Zabbix agent is not available (for 3m)

2378237,2021-3-30 16:54,Zabbix agent is not available (for 3m)

2378238,2021-3-30 16:55,High ICMP ping loss

2378239,2021-3-30 16:55,High ICMP ping loss

2378241,2021-3-30 16:55,Zabbix agent is not available (for 3m)

2378242,2021-3-30 16:55,Zabbix agent is not available (for 3m)

2378249,2021-3-30 16:56,High ICMP ping loss

2378250,2021-3-30 16:56,Zabbix agent is not available (for 3m)

2378258,2021-3-30 16:56,Zabbix agent is not available (for 3m)

2378259,2021-3-30 16:56,Zabbix agent is not available (for 3m)

2378276,2021-3-30 16:56,Zabbix agent is not available (for 3m)

2378297,2021-3-30 16:57,Zabbix agent is not available (for 3m)

2381092,2021-3-30 21:08,Zabbix agent is not available (for 3m)

2381093,2021-3-30 21:09,Zabbix agent is not available (for 3m)

2381094,2021-3-30 21:09,Zabbix agent is not available (for 3m)

2381105,2021-3-30 21:10,Zabbix agent is not available (for 3m)

2381106,2021-3-30 21:10,Zabbix agent is not available (for 3m)

2381145,2021-3-30 21:11,Zabbix agent is not available (for 3m)

2381855,2021-3-30 21:30,100.64.160.33  30分钟内未收到监控数据

2382019,2021-3-30 21:30,issp_byod_agent进程持续5分钟不存在！

2382170,2021-3-30 21:31,100.64.48.51  30分钟内未收到监控数据

2382197,2021-3-30 21:31,issp_byod_agent进程持续5分钟不存在！

2382347,2021-3-30 21:32,100.64.16.31  30分钟内未收到监控数据

2382471,2021-3-30 21:33,100.64.112.24 swap空间使用率当前值：72.4 %

2382506,2021-3-30 21:33,100.64.176.77  30分钟内未收到监控数据

2382684,2021-3-30 21:34,100.64.48.105  30分钟内未收到监控数据

2382711,2021-3-30 21:36,100.64.96.13 /ac 磁盘使用率当前值：95 %

2383726,2021-3-30 22:27,More than 100 items having missing data for more than 10 minutes

2383740,2021-3-30 22:36,100.64.96.164  30分钟内未收到监控数据

2383747,2021-3-30 22:36,100.64.96.164  30分钟内未收到监控数据

2383748,2021-3-30 22:37,100.64.96.164  30分钟内未收到监控数据

2383749,2021-3-30 22:37,100.64.96.164  30分钟内未收到监控数据

2383750,2021-3-30 22:38,100.64.96.164  30分钟内未收到监控数据

2383751,2021-3-30 22:38,100.64.96.164  30分钟内未收到监控数据

2383752,2021-3-30 22:39,100.64.96.164  30分钟内未收到监控数据

2383753,2021-3-30 22:39,100.64.96.164  30分钟内未收到监控数据

2383754,2021-3-30 22:40,100.64.96.164  30分钟内未收到监控数据

2383755,2021-3-30 22:40,100.64.96.164  30分钟内未收到监控数据

2383756,2021-3-30 22:41,100.64.96.164  30分钟内未收到监控数据

2383770,2021-3-30 22:41,100.64.96.164  30分钟内未收到监控数据

2384013,2021-3-30 22:42,100.64.96.164  30分钟内未收到监控数据

2384014,2021-3-30 22:42,100.64.96.164  30分钟内未收到监控数据

2384017,2021-3-30 22:43,100.64.96.164  30分钟内未收到监控数据

2384020,2021-3-30 22:43,100.64.96.164  30分钟内未收到监控数据

2384137,2021-3-30 22:44,100.64.96.164  30分钟内未收到监控数据

2384138,2021-3-30 22:44,100.64.96.164  30分钟内未收到监控数据

2384139,2021-3-30 22:45,100.64.96.164  30分钟内未收到监控数据

2384140,2021-3-30 22:45,100.64.96.164  30分钟内未收到监控数据

2384141,2021-3-30 22:46,100.64.96.164  30分钟内未收到监控数据

2385783,2021-3-31 1:13,dp 链路状态告警

2385784,2021-3-31 1:25,dp 链路状态告警

2385838,2021-3-31 1:52,dp 链路状态告警

2386159,2021-3-31 1:57,100.64.96.98 /data 磁盘使用率当前值：93.87 %

2386160,2021-3-31 2:00,"尚氏（广东）大数据服务有限公司-byod在线数小于55,当前值:53 个"

2386161,2021-3-31 2:00,"尚氏（广东）大数据服务有限公司-byod在线数小于55,当前值:55 个"

2386162,2021-3-31 2:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:17 个"

2386163,2021-3-31 2:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2386164,2021-3-31 2:01,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:509 个"

2386165,2021-3-31 2:02,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:428 个"

2386166,2021-3-31 2:03,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:431 个"

2386167,2021-3-31 2:04,dp 链路状态告警

2386168,2021-3-31 2:06,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386169,2021-3-31 2:07,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:430 个"

2386170,2021-3-31 2:07,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2386351,2021-3-31 2:10,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:510 个"

2386352,2021-3-31 2:12,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2386353,2021-3-31 2:13,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:519 个"

2386354,2021-3-31 2:16,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:14 个"

2386355,2021-3-31 2:17,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:520 个"

2386356,2021-3-31 2:18,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:427 个"

2386357,2021-3-31 2:20,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:432 个"

2386358,2021-3-31 2:21,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2386359,2021-3-31 2:21,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:521 个"

2386360,2021-3-31 2:22,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2386361,2021-3-31 2:22,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:528 个"

2386362,2021-3-31 2:25,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2386363,2021-3-31 2:26,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:537 个"

2386364,2021-3-31 2:30,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:427 个"

2386369,2021-3-31 2:45,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2386370,2021-3-31 2:47,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:546 个"

2386375,2021-3-31 2:48,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:362 个"

2386376,2021-3-31 2:49,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:551 个"

2386627,2021-3-31 2:57,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:432 个"

2386746,2021-3-31 2:59,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386747,2021-3-31 2:59,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:15 个"

2386748,2021-3-31 3:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:432 个"

2386749,2021-3-31 3:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:559 个"

2386750,2021-3-31 3:04,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:221 个"

2386751,2021-3-31 3:05,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:555 个"

2386752,2021-3-31 3:07,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386753,2021-3-31 3:08,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:431 个"

2386754,2021-3-31 3:08,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:14 个"

2386755,2021-3-31 3:09,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386756,2021-3-31 3:09,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:543 个"

2386937,2021-3-31 3:12,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:4 个"

2386938,2021-3-31 3:13,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:547 个"

2386939,2021-3-31 3:18,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:430 个"

2386940,2021-3-31 3:19,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386941,2021-3-31 3:24,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:430 个"

2386942,2021-3-31 3:24,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:3 个"

2386943,2021-3-31 3:25,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:558 个"

2386944,2021-3-31 3:27,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2386945,2021-3-31 3:29,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2386946,2021-3-31 3:30,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:514 个"

2386947,2021-3-31 3:36,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:15 个"

2386948,2021-3-31 3:37,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:558 个"

2386949,2021-3-31 3:38,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2386950,2021-3-31 3:39,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2386953,2021-3-31 3:41,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:385 个"

2386954,2021-3-31 3:43,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:558 个"

2386957,2021-3-31 3:46,东为（北京）科贸有限公司-byod在线数小于30，当前值:29 个

2386958,2021-3-31 3:50,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:228 个"

2386959,2021-3-31 3:51,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:535 个"

2387208,2021-3-31 4:00,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:418 个"

2387209,2021-3-31 4:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:28 个

2387212,2021-3-31 4:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:17 个"

2387331,2021-3-31 4:01,dp 链路状态告警

2387332,2021-3-31 4:04,dp 链路状态告警

2387889,2021-3-31 5:05,100.64.0.135 /data 磁盘使用率当前值：93.07 %

2388074,2021-3-31 5:15,100.64.0.135 /data 磁盘使用率当前值：83.22 %

2388075,2021-3-31 5:41,100.64.0.195  30分钟内未收到监控数据

2388076,2021-3-31 5:41,100.64.0.195  30分钟内未收到监控数据

2388077,2021-3-31 5:42,100.64.0.195  30分钟内未收到监控数据

2388078,2021-3-31 5:42,100.64.0.195  30分钟内未收到监控数据

2388079,2021-3-31 5:43,100.64.0.195  30分钟内未收到监控数据

2388080,2021-3-31 5:43,100.64.0.195  30分钟内未收到监控数据

2388081,2021-3-31 5:44,100.64.0.195  30分钟内未收到监控数据

2388082,2021-3-31 5:44,100.64.0.195  30分钟内未收到监控数据

2388083,2021-3-31 5:45,100.64.0.195  30分钟内未收到监控数据

2388084,2021-3-31 5:45,100.64.0.195  30分钟内未收到监控数据

2388085,2021-3-31 5:46,100.64.0.195  30分钟内未收到监控数据

2388086,2021-3-31 5:46,100.64.0.195  30分钟内未收到监控数据

2388087,2021-3-31 5:47,100.64.0.195  30分钟内未收到监控数据

2388088,2021-3-31 5:47,100.64.0.195  30分钟内未收到监控数据

2388089,2021-3-31 5:48,100.64.0.195  30分钟内未收到监控数据

2388090,2021-3-31 5:48,100.64.0.195  30分钟内未收到监控数据

2388091,2021-3-31 5:49,100.64.0.195  30分钟内未收到监控数据

2388092,2021-3-31 5:49,100.64.0.195  30分钟内未收到监控数据

2388093,2021-3-31 5:50,100.64.0.195  30分钟内未收到监控数据

2388094,2021-3-31 5:50,100.64.0.195  30分钟内未收到监控数据

2388095,2021-3-31 5:51,100.64.0.195  30分钟内未收到监控数据

2388210,2021-3-31 6:00,东为（北京）科贸有限公司-byod在线数小于30，当前值:28 个

2388214,2021-3-31 6:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:17 个"

2388216,2021-3-31 6:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:2 个"

2388220,2021-3-31 6:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:585 个"

2388490,2021-3-31 6:06,东为（北京）科贸有限公司-byod在线数小于30，当前值:30 个

2388634,2021-3-31 6:09,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:357 个"

2388635,2021-3-31 6:10,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:592 个"

2388636,2021-3-31 6:11,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2388824,2021-3-31 6:14,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:591 个"

2388832,2021-3-31 6:15,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:365 个"

2388833,2021-3-31 6:17,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:586 个"

2388845,2021-3-31 6:21,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:219 个"

2388846,2021-3-31 6:22,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:585 个"

2388847,2021-3-31 6:23,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:7 个"

2388848,2021-3-31 6:24,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:580 个"

2388849,2021-3-31 6:30,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:12 个"

2388850,2021-3-31 6:32,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:584 个"

2388851,2021-3-31 6:42,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2388852,2021-3-31 6:45,100.64.191.3：vAC数量是40 个，超过40！

2388853,2021-3-31 6:45,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:566 个"

2388854,2021-3-31 6:46,100.64.191.3：vAC数量是40 个，超过40！

2388855,2021-3-31 6:46,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:224 个"

2388856,2021-3-31 6:47,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:567 个"

2388857,2021-3-31 6:51,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:215 个"

2388858,2021-3-31 6:53,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:569 个"

2388859,2021-3-31 6:53,"成都午牛科技有限公司-byod在线数小于40,当前值:37 个"

2388860,2021-3-31 6:53,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2388861,2021-3-31 6:54,100.64.224.33 主机不可达

2388862,2021-3-31 6:54,100.64.224.80 主机不可达

2388863,2021-3-31 6:54,100.64.224.39 主机不可达

2388864,2021-3-31 6:54,100.64.224.36 主机不可达

2388865,2021-3-31 6:54,100.64.224.79 主机不可达

2388866,2021-3-31 6:54,100.64.224.40 主机不可达

2388867,2021-3-31 6:54,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:561 个"

2388868,2021-3-31 6:54,Unavailable by ICMP ping

2388869,2021-3-31 6:55,"成都午牛科技有限公司-byod在线数小于40,当前值:40 个"

2388870,2021-3-31 6:55,100.64.224.83 主机不可达

2388871,2021-3-31 6:55,100.64.224.52 主机不可达

2388873,2021-3-31 6:55,100.64.224.92 主机不可达

2388874,2021-3-31 6:55,100.64.224.57 主机不可达

2388875,2021-3-31 6:55,100.64.224.32 主机不可达

2388876,2021-3-31 6:55,100.64.224.33 主机不可达

2388877,2021-3-31 6:55,100.64.224.80 主机不可达

2388878,2021-3-31 6:55,100.64.224.39 主机不可达

2388879,2021-3-31 6:55,100.64.224.36 主机不可达

2388880,2021-3-31 6:55,100.64.224.79 主机不可达

2388881,2021-3-31 6:55,100.64.224.40 主机不可达

2388882,2021-3-31 6:55,Unavailable by ICMP ping

2388897,2021-3-31 6:56,100.64.224.54 主机不可达

2388898,2021-3-31 6:56,100.64.224.91 主机不可达

2388899,2021-3-31 6:56,100.64.224.93 主机不可达

2388949,2021-3-31 6:59,100.64.224.83 主机不可达

2388950,2021-3-31 6:59,100.64.224.54 主机不可达

2388951,2021-3-31 6:59,100.64.224.91 主机不可达

2388952,2021-3-31 6:59,100.64.224.52 主机不可达

2388953,2021-3-31 6:59,100.64.224.57 主机不可达

2388955,2021-3-31 7:00,100.64.224.92 主机不可达

2388956,2021-3-31 7:00,100.64.224.93 主机不可达

2388957,2021-3-31 7:00,100.64.224.32 主机不可达

2388959,2021-3-31 7:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:323 个"

2388960,2021-3-31 7:00,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:570 个"

2388961,2021-3-31 7:01,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:323 个"

2388965,2021-3-31 7:01,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:565 个"

2388970,2021-3-31 7:06,100.64.112.48 /data 磁盘使用率当前值：93.15 %

2389521,2021-3-31 7:24,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:4 个"

2389522,2021-3-31 7:25,武汉eth2口【联通线路】5分钟平均带宽使用超过80%！值：387.15 Mbps

2389523,2021-3-31 7:25,武汉eth3口【电信线路】5分钟平均带宽使用超过80%！值：82.48 Mbps

2389524,2021-3-31 7:25,武汉eth3口【电信线路】5分钟平均带宽使用超过80%！值：82.48 Mbps

2389525,2021-3-31 7:25,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:586 个"

2389526,2021-3-31 7:28,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:1 个"

2389527,2021-3-31 7:29,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:587 个"

2389528,2021-3-31 7:30,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:3 个"

2389529,2021-3-31 7:31,武汉eth2口【联通线路】5分钟平均带宽使用超过80%！值：286.48 Mbps

2389530,2021-3-31 7:31,"丰田汽车（中国）投资有限公司-byod在线数小于400个,当前值:590 个"

2389531,2021-3-31 7:37,High ICMP ping response time

2389532,2021-3-31 7:39,High ICMP ping response time

2389533,2021-3-31 7:40,High ICMP ping response time

2389534,2021-3-31 7:40,High ICMP ping response time

2389535,2021-3-31 7:40,High ICMP ping response time

2389538,2021-3-31 7:42,High ICMP ping response time

2389539,2021-3-31 7:45,High ICMP ping response time

2389540,2021-3-31 7:46,High ICMP ping response time

2389543,2021-3-31 7:51,High ICMP ping response time

2389544,2021-3-31 7:51,High ICMP ping response time

2389545,2021-3-31 7:52,High ICMP ping response time

2389546,2021-3-31 7:52,High ICMP ping response time

2389547,2021-3-31 7:57,High ICMP ping response time

2389548,2021-3-31 8:01,High ICMP ping response time

2389801,2021-3-31 8:16,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2389976,2021-3-31 8:17,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:432 个"

2390103,2021-3-31 8:44,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:429 个"

2390104,2021-3-31 8:45,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:432 个"

2390105,2021-3-31 8:47,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:427 个"

2390106,2021-3-31 8:50,"深圳市柠檬树科技有限公司-byod在线数小于430,当前值:430 个"

2390107,2021-3-31 9:00,"北京万门教育科技有限公司-西安-byod在线数小于18,当前值:17 个"

2390660,2021-3-31 9:33,100.64.96.113 /data 磁盘使用率当前值：79.83 %

2390661,2021-3-31 9:38,High ICMP ping response time

2390662,2021-3-31 9:41,High ICMP ping response time

2391779,2021-3-31 11:41,100.64.112.48 /data 磁盘使用率当前值：95.24 %

2391780,2021-3-31 11:41,100.64.112.48 /data 磁盘使用率当前值：95.24 %

2391785,2021-3-31 11:46,100.64.112.48 /data 磁盘使用率当前值：93.25 %

2391786,2021-3-31 11:51,100.64.112.48 /data 磁盘使用率当前值：87.81 %

2391975,2021-3-31 12:25,dp 链路状态告警

2391976,2021-3-31 12:28,dp 链路状态告警

2392345,2021-3-31 12:38,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.22 Gbps

2392346,2021-3-31 12:38,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.08 Gbps

2392391,2021-3-31 12:47,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.21 Gbps

2392430,2021-3-31 12:53,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.16 Gbps

2392479,2021-3-31 13:01,100.64.112.48 /data 磁盘使用率当前值：95.13 %

2392480,2021-3-31 13:01,100.64.112.48 /data 磁盘使用率当前值：95.13 %

2392483,2021-3-31 13:17,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.25 Gbps

2392484,2021-3-31 13:19,"DP主备状态发生变化！最新值：INACTIVE,"

2392485,2021-3-31 13:21,"DP主备状态发生变化！最新值：ACTIVE,"

2392666,2021-3-31 13:26,100.64.112.48 /data 磁盘使用率当前值：94.58 %

2392667,2021-3-31 13:29,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.14 Gbps

2392668,2021-3-31 13:32,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.2 Gbps

2393037,2021-3-31 13:37,100.64.96.158  30分钟内未收到监控数据

2393038,2021-3-31 13:38,100.64.96.158  30分钟内未收到监控数据

2393039,2021-3-31 13:38,100.64.112.24 swap空间使用率当前值：82.38 %

2393040,2021-3-31 13:38,100.64.96.158  30分钟内未收到监控数据

2393041,2021-3-31 13:39,100.64.96.158  30分钟内未收到监控数据

2393042,2021-3-31 13:39,100.64.96.158  30分钟内未收到监控数据

2393047,2021-3-31 13:40,100.64.96.158  30分钟内未收到监控数据

2393048,2021-3-31 13:40,100.64.96.158  30分钟内未收到监控数据

2393049,2021-3-31 13:41,100.64.96.158  30分钟内未收到监控数据

2393050,2021-3-31 13:41,100.64.96.158  30分钟内未收到监控数据

2393051,2021-3-31 13:42,100.64.96.158  30分钟内未收到监控数据

2393052,2021-3-31 13:42,100.64.96.36 /ac 磁盘使用率当前值：93 %

2393053,2021-3-31 13:42,100.64.96.158  30分钟内未收到监控数据

2393054,2021-3-31 13:43,100.64.96.158  30分钟内未收到监控数据

2393055,2021-3-31 13:43,100.64.96.158  30分钟内未收到监控数据

2393056,2021-3-31 13:44,100.64.96.158  30分钟内未收到监控数据

2393057,2021-3-31 13:44,100.64.96.158  30分钟内未收到监控数据

2393058,2021-3-31 13:45,100.64.96.158  30分钟内未收到监控数据

2393059,2021-3-31 13:45,100.64.96.158  30分钟内未收到监控数据

2393060,2021-3-31 13:46,100.64.96.158  30分钟内未收到监控数据

2393061,2021-3-31 13:46,100.64.96.158  30分钟内未收到监控数据

2393062,2021-3-31 13:47,100.64.96.158  30分钟内未收到监控数据

2393063,2021-3-31 13:47,100.64.96.158  30分钟内未收到监控数据

2393064,2021-3-31 13:47,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.13 Gbps

2393065,2021-3-31 13:56,100.64.112.48 /data 磁盘使用率当前值：89.98 %

2393386,2021-3-31 14:38,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.21 Gbps

2393615,2021-3-31 14:41,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.18 Gbps

2393616,2021-3-31 14:44,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.21 Gbps

2393617,2021-3-31 15:05,兰州eth1口【移动线路】5分钟平均带宽使用超过80%！值：1.19 Gbps

2393618,2021-3-31 15:07,dp 链路状态告警

2393619,2021-3-31 15:09,"100.64.0.141 在10分钟内平均僵死进程数大于25个,当前值：63"

2393620,2021-3-31 15:09,"100.64.0.83 在10分钟内平均僵死进程数大于25个,当前值：37"

2393621,2021-3-31 15:09,"100.64.0.45 在10分钟内平均僵死进程数大于25个,当前值：44"

2393622,2021-3-31 15:09,"100.64.96.167 在10分钟内平均僵死进程数大于25个,当前值：40"

